date_operation,libelle,montant,solde_avt_ope,categ,type,tranche_depense,sens,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois
2023-09-18,CARTE XX XX XX XX XX,-0.96,2963.85,AUTRE,CARTE,petite,debit,2023,9,18,<built-in method day_name of Timestamp object at 0x7f68fe774350>,1,False,3
2023-09-20,CARTE XX XX XX XX XX XX,-2.56,2962.89,AUTRE,CARTE,petite,debit,2023,9,20,<built-in method day_name of Timestamp object at 0x7f68fe7742e0>,3,False,3
2023-09-20,CARTE XX XX XX XX XX,-8.6,2960.33,AUTRE,CARTE,petite,debit,2023,9,20,<built-in method day_name of Timestamp object at 0x7f68fe774270>,3,False,3
2023-09-20,CARTE XX XX XX XX,-30.37,2951.73,AUTRE,CARTE,petite,debit,2023,9,20,<built-in method day_name of Timestamp object at 0x7f68fe774200>,3,False,3
2023-09-20,CARTE XX XX TOUPTIPRI XX,-2.56,2921.36,COURSES,CARTE,petite,debit,2023,9,20,<built-in method day_name of Timestamp object at 0x7f68fe774190>,3,False,3
2023-09-21,CARTE XX XX XX XX XX,-10.45,2918.8,AUTRE,CARTE,petite,debit,2023,9,21,<built-in method day_name of Timestamp object at 0x7f68fe774120>,4,False,3
2023-09-22,CARTE XX XX XX XX XX,-5.6,2908.35,AUTRE,CARTE,petite,debit,2023,9,22,<built-in method day_name of Timestamp object at 0x7f68fe7740b0>,5,False,3
2023-09-22,CARTE XX XX XX XX,-4.0,2902.75,AUTRE,CARTE,petite,debit,2023,9,22,<built-in method day_name of Timestamp object at 0x7f68fe774040>,5,False,3
2023-09-25,CARTE XX XX CHEZ LUC XX,-8.52,2898.75,RESTAURANT,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe777040>,1,False,4
2023-09-25,PRELEVEMENT XX XX XX XX XX XX XX XX,-593.6,2890.23,AUTRE,AUTRE,grosse,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe7770b0>,1,False,4
2023-09-25,CARTE XX XX XX XX XX XX,-7.12,2296.63,AUTRE,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe777120>,1,False,4
2023-09-25,CARTE XX XX XX XX,-40.0,2289.51,AUTRE,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe777190>,1,False,4
2023-09-25,CARTE XX XX XX XX XX,-9.31,2249.51,AUTRE,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe777200>,1,False,4
2023-09-25,CARTE XX XX XX XX XX XX,-12.0,2240.2000000000003,AUTRE,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe777270>,1,False,4
2023-09-25,CARTE XX XX XX XX XX,-23.33,2228.2000000000003,AUTRE,CARTE,petite,debit,2023,9,25,<built-in method day_name of Timestamp object at 0x7f68fe7772e0>,1,False,4
2023-09-26,CARTE XX XX XX XX XX,-1.2,2204.87,AUTRE,CARTE,petite,debit,2023,9,26,<built-in method day_name of Timestamp object at 0x7f68fe777350>,2,False,4
2023-09-26,RETRAIT XX XX XX,-320.0,2203.67,AUTRE,RETRAIT,grosse,debit,2023,9,26,<built-in method day_name of Timestamp object at 0x7f68fe7773c0>,2,False,4
2023-09-26,CARTE XX XX TOUPTIPRI XX,-10.36,1883.67,COURSES,CARTE,petite,debit,2023,9,26,<built-in method day_name of Timestamp object at 0x7f68fe777430>,2,False,4
2023-09-26,CARTE XX XX TOUPTIPRI XX,-2.93,1873.31,COURSES,CARTE,petite,debit,2023,9,26,<built-in method day_name of Timestamp object at 0x7f68fe7774a0>,2,False,4
2023-09-29,DON XX XX XX XX XX XX XX,-1.76,1870.38,AUTRE,DON,petite,debit,2023,9,29,<built-in method day_name of Timestamp object at 0x7f68fe777510>,5,False,4
2023-09-30,XX XX VIREMENT XX XX XX,-36.0,1868.6200000000001,AUTRE,VIREMENT,petite,debit,2023,9,30,<built-in method day_name of Timestamp object at 0x7f68fe777580>,6,False,4
2023-10-02,VIREMENT XX XX XX XX XX XX XX XX XX XX XX XX,676.0,1832.6200000000001,AUTRE,VIREMENT,(pas une dépense),credit,2023,10,2,<built-in method day_name of Timestamp object at 0x7f68fe7775f0>,1,False,1
2023-10-03,CARTE XX XX LA CCNCF XX,-67.68,2508.62,TRANSPORT,CARTE,petite,debit,2023,10,3,<built-in method day_name of Timestamp object at 0x7f68fe777660>,2,False,1
2023-10-05,CARTE XX XX XX XX,-4.8,2440.94,AUTRE,CARTE,petite,debit,2023,10,5,<built-in method day_name of Timestamp object at 0x7f68fe7776d0>,4,False,1
2023-10-05,CARTE XX XX XX XX XX XX,-10.64,2436.14,AUTRE,CARTE,petite,debit,2023,10,5,<built-in method day_name of Timestamp object at 0x7f68fe777740>,4,False,1
2023-10-06,PRELEVEMENT XX TELEPHONE XX XX,-13.58,2425.5,FACTURE TELEPHONE,AUTRE,petite,debit,2023,10,6,<built-in method day_name of Timestamp object at 0x7f68fe7777b0>,5,False,1
2023-10-06,CARTE XX XX CHEZ LUC XX,-10.0,2411.92,RESTAURANT,CARTE,petite,debit,2023,10,6,<built-in method day_name of Timestamp object at 0x7f68fe777820>,5,False,1
2023-10-06,FORFAIT COMPTE SUPERBANK XX XX XX XX,-1.92,2401.92,COTISATION BANCAIRE,AUTRE,petite,debit,2023,10,6,<built-in method day_name of Timestamp object at 0x7f68fe777890>,5,False,1
